experiment_city pemsbay
model_name MMGCRN
memory_type local
mem_num 10
mem_dim 32
meta_type yes
decoder_type stepwise
go_type random
ycov_type time
separate loss lamb 0.01
compact loss lamb1 0.0
batch_size 64
rnn_units 32
num_layers 1
channnel_in 1
channnel_out 1
feature_time True
feature_history False
pemsbay training started Wed Feb  2 03:06:56 2022
TRAIN XS.shape YS.shape, XCov.shape, YCov.shape (41669, 12, 325, 1) (41669, 12, 325, 1) (41669, 12, 325, 1) (41669, 12, 325, 1)
Model Training Started ... Wed Feb  2 03:06:59 2022
TIMESTEP_IN, TIMESTEP_OUT 12 12
Trainable parameter list: 
 
 In total: 52073 trainable parameters. 
 
XS_torch.shape:   torch.Size([41669, 12, 325, 1])
YS_torch.shape:   torch.Size([41669, 12, 325, 1])
YCov_torch.shape:   torch.Size([41669, 12, 325, 1])
epoch 38 time used: 59  seconds  train loss: 0.1430004248367975 0.14240630194258702 0.05941232905462098 0.09689268817531493 validation loss: 0.14912173136522364 0.1485893133563578 0.05324175945855212 0.1035707396923363
epoch 39 time used: 59  seconds  train loss: 0.14018278985610716 0.13970328395960427 0.047950591248507625 0.09771585467256691 validation loss: 0.14774156020684992 0.1472971872636649 0.044437312416447675 0.10434690349263133
epoch 40 time used: 59  seconds  train loss: 0.13893403591719944 0.1385187092271403 0.0415326633648482 0.09839332942215871 validation loss: 0.14685495532183757 0.14644175898344508 0.04131961743624294 0.10544263420029001
epoch 41 time used: 59  seconds  train loss: 0.13863142639055268 0.13823496745107466 0.039645901074897634 0.10016976869488835 validation loss: 0.14633558567253635 0.1458986680529172 0.04369180022462999 0.1077075575564731
epoch 42 time used: 59  seconds  train loss: 0.1380641776326588 0.13764898391441532 0.04151938963544545 0.10146325882881864 validation loss: 0.14557458636833487 0.1451514234559324 0.04231625048875992 0.10871573740265653
epoch 43 time used: 59  seconds  train loss: 0.13610609041111063 0.1356946084298933 0.04114819856762102 0.10480146813428605 validation loss: 0.1444865033147797 0.1440337319238146 0.045277080421576826 0.11324441865770253
epoch 44 time used: 59  seconds  train loss: 0.13541831997842887 0.13500433224148628 0.04139875782100924 0.10810425855256148 validation loss: 0.14409127434399885 0.14362863646768337 0.04626382298068136 0.11642258582691424
epoch 45 time used: 59  seconds  train loss: 0.13506858627987772 0.13463392669168464 0.0434659695580757 0.11112857735703034 validation loss: 0.1426943074228851 0.14221479609125198 0.047951140496604476 0.11861946213941103
epoch 46 time used: 59  seconds  train loss: 0.13491890188010264 0.134450028378167 0.04688736253606541 0.11279047885097387 validation loss: 0.14417860744369765 0.14368938695425537 0.04892202970917062 0.119652152081487
epoch 47 time used: 59  seconds  train loss: 0.13349025800162073 0.13300615062572377 0.04841072989614436 0.11631322463364374 validation loss: 0.14086432235784233 0.14036117388548058 0.05031482257445272 0.12383736389958944
epoch 48 time used: 59  seconds  train loss: 0.13420567104794204 0.13366869900148776 0.05369720648416306 0.11941516559184807 validation loss: 0.1408174815717323 0.1402863440786632 0.05311375530713761 0.12622503366733975
epoch 49 time used: 59  seconds  train loss: 0.13226455435508302 0.13174421688847274 0.05203375615469715 0.12178093883946121 validation loss: 0.13952799725553128 0.13900813708941112 0.05198602960941132 0.12812643958605005
epoch 50 time used: 59  seconds  train loss: 0.13170151325597648 0.13117842763760426 0.05230857475067617 0.12368258372791116 validation loss: 0.1400953513901072 0.13957461788263448 0.05207332716831023 0.1305404748631018
epoch 51 time used: 59  seconds  train loss: 0.13279701748263098 0.13221765358207388 0.05793639211902662 0.12576689720971207 validation loss: 0.13896129745614577 0.13841713290110183 0.05441642104206261 0.13208120060953396
epoch 52 time used: 59  seconds  train loss: 0.13043329812753873 0.12989141996490125 0.05418780244931832 0.1263006641038551 validation loss: 0.13841938611172191 0.13786161479976955 0.05577712871218671 0.1329800526699651
epoch 53 time used: 59  seconds  train loss: 0.12975924792717397 0.1292051809816915 0.05540667159694338 0.12694498364391132 validation loss: 0.13783859056047845 0.1372765498927743 0.056204114792259535 0.13338215002905593
epoch 54 time used: 59  seconds  train loss: 0.1309299558286672 0.1303153085589278 0.06146471059001937 0.1269005728361375 validation loss: 0.13769887916974038 0.13707616699533742 0.0622712462471094 0.13033080431991173
epoch 55 time used: 59  seconds  train loss: 0.12971342825834004 0.12912954843622998 0.05838799321828834 0.12542147901332187 validation loss: 0.13780133041431086 0.1372370500726145 0.056427953150112634 0.13150277555869944
epoch 56 time used: 59  seconds  train loss: 0.1280357485215087 0.12746535224683717 0.05703963910465017 0.1265008158258403 validation loss: 0.13855470067870254 0.1378730928132346 0.06816079326361607 0.13380128116325263
epoch 57 time used: 59  seconds  train loss: 0.12953354627204608 0.1288731076514008 0.06604385385213157 0.12766473709114684 validation loss: 0.13691511850630306 0.13628746377492643 0.06276549420354004 0.1323351521172984
epoch 58 time used: 59  seconds  train loss: 0.1269415438673814 0.12635658152045878 0.05849621933989648 0.1271822566106237 validation loss: 0.13575215981534813 0.13515024994803748 0.060190980737990625 0.13236834845734685
epoch 59 time used: 59  seconds  train loss: 0.12729402061141068 0.1267225312200864 0.057148925470238324 0.12589028282801135 validation loss: 0.13537805134537445 0.1347415538604485 0.06364973814273708 0.13050256566823754
epoch 60 time used: 60  seconds  train loss: 0.12718490881133196 0.12659995000619387 0.058495884738940164 0.12478026855436578 validation loss: 0.1370235880206427 0.13645074739809068 0.057284119843086415 0.12919164692275376
epoch 61 time used: 60  seconds  train loss: 0.1267884420035831 0.1262001091660344 0.05883326182572056 0.12426053335214798 validation loss: 0.13524216548520926 0.13460476142382022 0.06374044233765386 0.12817521795221382
epoch 62 time used: 59  seconds  train loss: 0.12597721503844186 0.12541517532434165 0.056203979051667324 0.12305342623135315 validation loss: 0.13386821911886068 0.13326044891005995 0.06077706751163872 0.12794922520512925
epoch 63 time used: 59  seconds  train loss: 0.1255412087367579 0.1249978067583261 0.05434020333813561 0.12315781612891256 validation loss: 0.13508124077107267 0.13448823897754833 0.05930021166927322 0.12850457519138356
epoch 64 time used: 59  seconds  train loss: 0.12454032935467776 0.12400265232554125 0.05376768251344586 0.12352123964604479 validation loss: 0.1369189044339434 0.1363478747301446 0.05710298807590336 0.12858436907589563
epoch 65 time used: 59  seconds  train loss: 0.1244267327121438 0.12387768089182745 0.05490518142390042 0.12354916691518524 validation loss: 0.13450201804039688 0.133881640533816 0.06203776124251921 0.12814418188576782
epoch 66 time used: 59  seconds  train loss: 0.12487954564936136 0.12434259597998822 0.05369495276854186 0.12341303568388562 validation loss: 0.1371971290007185 0.13659879724863602 0.05983314929928013 0.12851098429266472
epoch 67 time used: 59  seconds  train loss: 0.12371487587739398 0.12316241432727201 0.05524613637389289 0.12401602907015345 validation loss: 0.13875065112004104 0.13816716397396775 0.058348738402271255 0.12841464065045352
epoch 68 time used: 59  seconds  train loss: 0.12320466708724995 0.12266195129053448 0.05427156791287141 0.12345782597102245 validation loss: 0.13275838555347258 0.13215673463567476 0.06016508416471337 0.1283257339892769
epoch 69 time used: 59  seconds  train loss: 0.12573349552123808 0.1251706552297874 0.05628403519769161 0.12486562091802021 validation loss: 0.1321936646935166 0.13163214492280645 0.05615197267704446 0.12899226014891932
epoch 70 time used: 59  seconds  train loss: 0.12280103132431153 0.12229422459106032 0.050680667879003716 0.12383038649030001 validation loss: 0.1321878742235685 0.13166114367526058 0.05267307267270955 0.12943080759055328
epoch 71 time used: 59  seconds  train loss: 0.1222541790191969 0.12176297382623759 0.04912050918819515 0.12431682285720413 validation loss: 0.13258783262381058 0.13209358537396215 0.04942470485153938 0.1298571750736209
epoch 72 time used: 59  seconds  train loss: 0.12174699633365402 0.12127237075135659 0.04746255902241398 0.12446182834304301 validation loss: 0.13366657898279133 0.133188828714385 0.047775016353464005 0.13022131089068897
epoch 73 time used: 59  seconds  train loss: 0.12182056015164265 0.12135906441732873 0.046149566021067914 0.12583117164789945 validation loss: 0.1331296026718138 0.13266805508620086 0.04615475457783143 0.13111234127754304
epoch 74 time used: 60  seconds  train loss: 0.12187080769357744 0.12143646353100658 0.04343440112255788 0.1264404097863167 validation loss: 0.13102875986342286 0.13059507078391208 0.04336889980678756 0.1311321264638121
epoch 75 time used: 59  seconds  train loss: 0.1208546675574106 0.12043801520593991 0.041665211496685665 0.1270116386321045 validation loss: 0.13073298155426133 0.13030725143124675 0.042572987003240824 0.1316962078954602
epoch 76 time used: 60  seconds  train loss: 0.12271519612788631 0.12229092648100605 0.04242697248620544 0.12755433326067012 validation loss: 0.1309527219812205 0.13054192552504282 0.04107966902509352 0.1327370742640218
epoch 77 time used: 60  seconds  train loss: 0.12134265330013703 0.1209319563673475 0.04106968208816407 0.1282566493233023 validation loss: 0.1311205689727196 0.1307240019955226 0.03965680187764381 0.13332033688000466
epoch 78 time used: 60  seconds  train loss: 0.12074825330726799 0.12036018735814474 0.03880659648213685 0.1294863976264353 validation loss: 0.12925384500750334 0.12887790254757944 0.037594257200443945 0.1349518092305904
epoch 79 time used: 59  seconds  train loss: 0.12006743766665785 0.11968425588413574 0.03831818324814638 0.13055369403260264 validation loss: 0.128821938039932 0.12844162690797403 0.03803105967147585 0.1358523148278811
epoch 80 time used: 59  seconds  train loss: 0.11958049370963954 0.11921124967143094 0.03692443280741858 0.13099997263816576 validation loss: 0.12905613237011795 0.1286903543329486 0.036577769527796435 0.1370229456086698
epoch 81 time used: 59  seconds  train loss: 0.12011546739512463 0.11974586691509154 0.03696006389760866 0.13218795245516385 validation loss: 0.1285216362743191 0.12814817320570468 0.037346342018914326 0.13793337601438138
epoch 82 time used: 59  seconds  train loss: 0.12006025349806118 0.11969227517086009 0.03679782029647979 0.13376333440438903 validation loss: 0.12900161732865698 0.12863533625357393 0.03662810479068188 0.13894822664900736
epoch 83 time used: 59  seconds  train loss: 0.11879347713518064 0.11844289635833775 0.035058074925979676 0.13382218202113189 validation loss: 0.12999295856804371 0.12963648379295292 0.035647424275116676 0.13947146481024966
epoch 84 time used: 59  seconds  train loss: 0.11984709616928263 0.11948615600382045 0.03609401400635776 0.13520700843760552 validation loss: 0.1276884777351633 0.12732875863486 0.0359718798861597 0.1403720183035169
epoch 85 time used: 59  seconds  train loss: 0.11836584102826267 0.11801349814047345 0.03523431063143846 0.1361829539952014 validation loss: 0.12745717504267548 0.1271133292491433 0.03438453513747741 0.14146360159950125
epoch 86 time used: 59  seconds  train loss: 0.11848119052880031 0.11813133363369331 0.034985692355244354 0.1371356966743349 validation loss: 0.12770246840365493 0.12734678355316484 0.03556849280567859 0.14200271788772134
epoch 87 time used: 60  seconds  train loss: 0.11785712282751133 0.11750817761781512 0.03489453499432749 0.1381975898949314 validation loss: 0.12777924052491302 0.12743671296207662 0.0342527378188154 0.1433717846973406
epoch 88 time used: 59  seconds  train loss: 0.11768304157799832 0.11734173808510462 0.034130355169729946 0.13914040699478564 validation loss: 0.12892939169213738 0.12858582652331452 0.0343564839990383 0.14426840197550264
epoch 89 time used: 59  seconds  train loss: 0.11741158797544107 0.11707283623978389 0.03387516136196898 0.14034146833112457 validation loss: 0.12579840976357987 0.12546365764038556 0.033475253251852334 0.14546070620203044
epoch 90 time used: 59  seconds  train loss: 0.11753648639509982 0.1172038258895793 0.03326607878190668 0.14125829157892061 validation loss: 0.1289155786589895 0.12856015625373488 0.03554230163767462 0.14631625090812075
epoch 91 time used: 59  seconds  train loss: 0.11660475678092101 0.1162821423342054 0.0322614492009661 0.14179804619530434 validation loss: 0.12677424633473208 0.12646410158406432 0.03101445553707376 0.14813768709202513
epoch 92 time used: 59  seconds  train loss: 0.11645055332405516 0.11612988862521166 0.0320664714733716 0.14271466253030057 validation loss: 0.12668767996256813 0.12636180583335407 0.03258739480629698 0.1482361684801666
epoch 93 time used: 60  seconds  train loss: 0.11799394167832994 0.11767247936602025 0.032146212026820165 0.1443317808492852 validation loss: 0.12566647229919645 0.12534394107056707 0.03225310682752673 0.14948915245780608
epoch 94 time used: 60  seconds  train loss: 0.1167724055400015 0.11645446321791629 0.031794218285171726 0.14470952745655769 validation loss: 0.12520520092716006 0.12488233749617952 0.03228638598358913 0.14993706421079506
epoch 95 time used: 59  seconds  train loss: 0.11577612288251266 0.11545626006967342 0.03198628868954691 0.14538466378482437 validation loss: 0.12405725906233477 0.12373704840135016 0.032021111567170545 0.15081970307551915
epoch 96 time used: 59  seconds  train loss: 0.11545937574799088 0.11514374816476547 0.031562750874413154 0.14633607435573018 validation loss: 0.12399381949258963 0.12367522445904085 0.031859476978907224 0.151506666056161
epoch 97 time used: 59  seconds  train loss: 0.11527385001923446 0.11496337688090183 0.031047306440513147 0.14717078889488716 validation loss: 0.12644970128954566 0.12613863911766493 0.031106201683314662 0.15363876667766935
epoch 98 time used: 59  seconds  train loss: 0.11646868314265028 0.11616524812518668 0.030343502035310357 0.1491377633708686 validation loss: 0.1272669414894712 0.12695068733709106 0.031625435954894185 0.15276965335008622
epoch 99 time used: 59  seconds  train loss: 0.11512053349534039 0.11481221208386674 0.03083211599766914 0.14818807004149379 validation loss: 0.1238139846985618 0.12349585768276634 0.03181271920476612 0.15367647658773934
epoch 100 time used: 60  seconds  train loss: 0.11462893008008739 0.11432012331580567 0.030880681765166142 0.14849337601458967 validation loss: 0.12325373987108898 0.12295469081854953 0.02990484903417249 0.1536949401734589
epoch 101 time used: 59  seconds  train loss: 0.1145794244533179 0.11427841771371536 0.030100674377125956 0.14942875383682325 validation loss: 0.1234255302579418 0.12313039576247503 0.02951347091363771 0.15531318131988028
epoch 102 time used: 59  seconds  train loss: 0.11437239734618401 0.11408336371085308 0.028903358315847696 0.15041065324124436 validation loss: 0.12320784387123472 0.12290844141887736 0.029940208873213952 0.15545546991922596
epoch 103 time used: 59  seconds  train loss: 0.11405086039319773 0.11376979528827715 0.02810649130466837 0.15024176770458494 validation loss: 0.12346626486916029 0.12316849047093181 0.029777400622551627 0.15582033969500536
epoch 104 time used: 59  seconds  train loss: 0.11500573086496636 0.11472022618589595 0.028550464223234522 0.1506425917197634 validation loss: 0.12276692507385543 0.1224877312650697 0.0279193863638831 0.15588090323765647
epoch 105 time used: 59  seconds  train loss: 0.11346327574434217 0.11320264158148198 0.02606340574087331 0.15039343079301726 validation loss: 0.12325310021964984 0.12301766186134443 0.023543820968714848 0.15435643412314398
epoch 106 time used: 59  seconds  train loss: 0.11358803901790722 0.11333344489483145 0.02545943660145596 0.15018420022592005 validation loss: 0.13083897845990874 0.13064533671735 0.019364202175883694 0.15495691541564466
epoch 107 time used: 60  seconds  train loss: 0.1138797148195715 0.11363436450882397 0.0245350166261237 0.1509532917546363 validation loss: 0.12229725802601539 0.1220311846024108 0.026607351042551967 0.15714085392724028
epoch 108 time used: 60  seconds  train loss: 0.11442699540351291 0.1141956003269388 0.023139507187049154 0.15253834031599928 validation loss: 0.12506104528297501 0.12485361124130878 0.02074340985575503 0.15834642458119944
epoch 109 time used: 59  seconds  train loss: 0.1122143067063961 0.11199668280645445 0.02176238038902566 0.15207760691381195 validation loss: 0.12189424105730916 0.12169431564468733 0.01999260785183652 0.15765842293326743
epoch 110 time used: 59  seconds  train loss: 0.1126662729069942 0.11246317518211889 0.02030976768276535 0.15305888946083832 validation loss: 0.12141735992222927 0.12121390501982329 0.020345503999641565 0.15917789674887708
epoch 111 time used: 59  seconds  train loss: 0.11351832758657761 0.1133260048423177 0.019232273488090944 0.15445427938895243 validation loss: 0.12624198381972648 0.12607184284180545 0.017014113781742363 0.15993874908111494
epoch 112 time used: 59  seconds  train loss: 0.11278764358014114 0.11256177664555106 0.022586704145690903 0.15440739279779445 validation loss: 0.12370913844347503 0.1235480352272157 0.016110373939478506 0.16017367863156193
epoch 113 time used: 59  seconds  train loss: 0.11156474226984557 0.11137141142729148 0.019333094518015584 0.15530900049686955 validation loss: 0.12200894980426942 0.12181737359036042 0.019157610112759356 0.16171005418580287
epoch 114 time used: 59  seconds  train loss: 0.11375667335597356 0.11353423115207281 0.02224420735817372 0.15791730470240148 validation loss: 0.122650086173148 0.12247104729393618 0.01790384672772383 0.16246833584317322
epoch 115 time used: 59  seconds  train loss: 0.11157329997811027 0.11135354182482159 0.02197581874017639 0.15666250494961156 validation loss: 0.12414048448488199 0.12390766451433859 0.02328193589743176 0.16435521910563156
epoch 116 time used: 59  seconds  train loss: 0.11268971726028591 0.11248844262096036 0.020127485383167103 0.15882717790965908 validation loss: 0.12041497368127377 0.12022645815557563 0.01885156397560973 0.16358175743882591
epoch 117 time used: 58  seconds  train loss: 0.11164650727253463 0.11142573609367806 0.0220771154931844 0.1581160840789368 validation loss: 0.12033354997760756 0.1201387594496364 0.0194790565545899 0.16431181705496914
epoch 118 time used: 59  seconds  train loss: 0.11171441885202846 0.11149887177506712 0.021554689565535533 0.15989352232698417 validation loss: 0.12049140871131825 0.12030338351363572 0.018802586760186694 0.16589110318473352
epoch 119 time used: 59  seconds  train loss: 0.11067864657412893 0.11048067515768066 0.01979715580603969 0.15983111670529915 validation loss: 0.12550965196101352 0.1252698620602869 0.02397899338673392 0.16723215683828413
epoch 120 time used: 59  seconds  train loss: 0.11235912421527174 0.11212846078734703 0.023066323260187663 0.1612404209682723 validation loss: 0.11924247054626672 0.1190016886155375 0.02407825550639794 0.1661566933633087
epoch 121 time used: 59  seconds  train loss: 0.11071922361066036 0.1104861146373469 0.0233109173798669 0.1600941130242633 validation loss: 0.12410325649249666 0.12384858178495102 0.02546752424169397 0.16740820030947293
epoch 122 time used: 59  seconds  train loss: 0.1115416964470065 0.11129501110665169 0.024668520997169575 0.16190328732239173 validation loss: 0.11923754263871644 0.11899323138412117 0.024431110386368204 0.16727175883252232
epoch 123 time used: 59  seconds  train loss: 0.11002587773400352 0.10978259218880193 0.024328564898454745 0.16186226016371313 validation loss: 0.1192911345233476 0.11905640103087405 0.023473327718052942 0.16879383408650256
epoch 124 time used: 59  seconds  train loss: 0.11032312015583406 0.110079076758663 0.024404321817729214 0.16275393436946387 validation loss: 0.12381856328845138 0.12353164826377291 0.028691518536872015 0.17060752396369352
epoch 125 time used: 59  seconds  train loss: 0.11110303764871628 0.1108242995060216 0.02787381816968052 0.16379293969746023 validation loss: 0.1183752307686565 0.11812889256422889 0.024633844129356434 0.16804425686706528
epoch 126 time used: 59  seconds  train loss: 0.11007764650303391 0.109790000062818 0.028764652464798337 0.16324452933739386 validation loss: 0.12340538496933598 0.12316757708610557 0.02378079505273627 0.16880931323481788
epoch 127 time used: 59  seconds  train loss: 0.11033734550155 0.11003586043385576 0.03014849770407525 0.16400163037824028 validation loss: 0.11854483387444614 0.11823286441665942 0.031196928011132972 0.169951666526269
epoch 128 time used: 59  seconds  train loss: 0.10921385123941575 0.10889430460011769 0.03195466779425814 0.16444868991908568 validation loss: 0.1202250093358976 0.11986599896903412 0.035900984618817806 0.1698340579744355
epoch 129 time used: 59  seconds  train loss: 0.11065487257167655 0.11031514636219954 0.033972641045980675 0.16507226647385123 validation loss: 0.1241211658660133 0.12380298017242587 0.03181858516315577 0.17155001224243016
epoch 130 time used: 59  seconds  train loss: 0.10912279533084382 0.10875501962673906 0.036777554765073925 0.16505648336172496 validation loss: 0.11801841164486586 0.11765144580578617 0.03669657890611062 0.17150333521747846
epoch 131 time used: 60  seconds  train loss: 0.10933127644309877 0.1089579180708575 0.03733585633018713 0.16581545980893447 validation loss: 0.11838271700161894 0.11800386008739838 0.03788570114828891 0.1733943021790632
